TM14R,20,-40,9,-4,0,1971,-400,400,597,
TM14R,20,-40,10,-8,0,1961,-400,400,596,
TM14R,20,-40,10,-10,0,1969,-401,400,596,
TM14R,20,-40,10,-10,0,1979,-401,400,597,
TM14R,20,-40,10,-10,0,1971,-401,400,597,
TM14R,20,-40,10,-10,0,1970,-401,400,597,
TM14R,20,-40,10,-1,0,1970,-400,400,597,
TM14R,20,-40,10,0,0,1980,-400,400,598,
TM14R,20,-40,0,0,0,1980,-400,400,598,
TM14R,20,-40,0,-10,0,1970,-401,400,597,
TM14R,20,-40,0,-10,0,1970,-401,400,597,
TM14R,20,-40,1,-9,0,1969,-400,400,596,
TM14R,20,-40,10,-1,0,1961,-400,400,596,
TM14R,20,-40,10,-9,0,1970,-400,400,597,
TM14R,20,-40,10,-1,0,1971,-400,400,597,
TM14R,20,-40,10,-9,0,1978,-400,400,597,
TM14R,20,-40,8,0,0,1970,-400,400,597,
TM14R,20,-40,2,0,0,1970,-400,400,597,
TM14R,20,-40,8,0,2,1970,-400,400,597,
TM14R,20,-40,2,-2,8,1970,-400,400,597,
TM14R,20,-40,10,-7,0,1974,-400,400,597,
TM14R,20,-40,7,0,-3,1963,-400,400,596,
TM14R,20,-40,0,-3,-7,1973,-400,400,597,
TM14R,20,-40,3,-16,0,1980,-401,400,598,
TM14R,20,-40,10,-24,0,1984,-402,400,598,
TM14R,20,-40,6,-10,-4,1982,-401,400,598,
TM14R,20,-40,4,-6,-6,1978,-400,400,597,
TM14R,20,-40,10,0,-4,1978,-400,400,597,
TM14R,20,-40,10,0,-6,1964,-400,400,596,
TM14R,20,-40,6,-4,0,1970,-400,400,597,
TM14R,20,-40,10,-10,0,1970,-401,400,597,
TM14R,20,-40,10,-10,0,1975,-401,400,597,
TM14R,20,-40,10,-5,0,1975,-400,400,597,
TM14R,20,-40,10,0,0,1964,-400,400,596,
TM14R,20,-40,10,-5,0,1960,-400,400,596,
TM14R,20,-40,10,-4,0,1966,-400,400,596,
TM14R,20,-40,10,-6,0,1976,-400,400,597,
TM14R,20,-40,10,-10,0,1980,-401,400,598,
TM14R,20,-40,10,-10,0,1980,-401,400,598,
TM14R,20,-40,10,-10,0,1966,-401,400,596,
TM14R,20,-40,10,-10,0,1970,-401,400,597,
TM14R,27,-40,10,-10,0,1977,-401,400,597,
TM14R,23,-40,10,-3,0,1980,-400,400,598,
TM14R,20,-40,10,-7,-8,1972,-400,400,597,
TM14R,20,-40,2,-3,-2,1970,-400,400,597,
