TM14R,9844,-5184,6020,-5260,-5390,1588,-926,-139,558,
TM14R,6552,-2702,5486,-6986,-6242,2212,-1098,-224,621,
TM14R,854,974,2074,-6464,-5012,2837,-1046,-101,683,
TM14R,-5670,4474,-3746,-4054,-1969,2601,-805,204,660,
TM14R,-10862,6521,-7203,-1558,531,2026,-555,453,602,
TM14R,-12788,6510,-8155,94,2593,1042,-391,659,504,
TM14R,-12297,5408,-7166,739,3680,217,-327,768,421,
TM14R,-9357,3803,-5289,1380,4135,-851,-262,813,315,
TM14R,-4085,1736,-2656,2033,3280,-1996,-197,728,201,
TM14R,2950,-1058,930,1384,1544,-1550,-262,554,245,
TM14R,12310,-5310,6432,-1702,-970,1620,-570,303,562,
TM14R,11918,-5922,6506,-2810,-2694,1724,-681,131,572,
TM14R,10130,-5272,6243,-4380,-5221,1440,-838,-122,544,
TM14R,6616,-2903,5797,-6840,-6198,2751,-1084,-219,675,
TM14R,789,625,2231,-7046,-5254,3368,-1104,-125,736,
TM14R,-6012,4266,-2993,-4445,-2395,3105,-844,161,710,
TM14R,-11074,6529,-6698,-1820,619,2602,-582,461,660,
TM14R,-13666,7082,-8337,-480,2225,1610,-448,622,561,
TM14R,-14215,6202,-8480,594,3470,-110,-341,747,389,
TM14R,-12140,4480,-6740,1528,4450,-1230,-248,845,277,
TM14R,1230,-80,-940,1560,2480,-1795,-244,648,221,
TM14R,8880,-2620,3688,390,600,-380,-361,460,362,
TM14R,13588,-4878,6927,-1064,-293,1564,-506,371,556,
TM14R,14322,-6156,7798,-2494,-1167,2849,-649,284,684,
TM14R,12799,-6402,6901,-3662,-2516,2654,-766,149,665,
TM14R,10846,-5501,6317,-4370,-4536,1836,-837,-53,583,
TM14R,8264,-3378,6426,-6642,-5985,2454,-1064,-198,645,
TM14R,3252,1,3254,-7321,-5321,3058,-1132,-132,705,
TM14R,-3893,4048,-2284,-4061,-2240,2090,-806,176,609,
TM14R,-9860,6290,-6254,-980,1058,1308,-498,505,530,
TM14R,-12018,5610,-5956,1086,1648,-1501,-292,564,250,
TM14R,-9348,3641,-3835,1008,2424,-1253,-300,642,275,
TM14R,-5456,1495,-2694,1415,2613,-1498,-259,661,251,
TM14R,-209,-1003,-1073,1072,2042,-887,-293,604,312,
TM14R,5902,-3445,1720,-203,1081,709,-420,508,470,
TM14R,10066,-5207,4247,-1543,-310,1835,-554,369,583,
TM14R,11472,-6066,5734,-2662,-1415,2198,-666,259,619,
TM14R,10945,-6170,5812,-3081,-2334,1684,-708,167,568,
TM14R,9556,-5446,5668,-4148,-3874,1140,-814,13,514,
TM14R,7192,-3414,5486,-6288,-5464,1610,-1028,-146,561,
TM14R,-4194,4244,-2640,-5366,-2975,2790,-936,103,679,
TM14R,-10194,7176,-7670,-2906,-165,2720,-690,384,672,
TM14R,-14260,7960,-10025,-710,1910,1850,-471,591,585,
TM14R,-14935,6960,-9075,420,2305,305,-358,630,430,
TM14R,-12605,5285,-5970,810,2245,-705,-319,624,330,
TM14R,-8585,3330,-3330,935,2730,-925,-307,673,308,
TM14R,-3805,1065,-1932,930,2975,-782,-307,697,322,
TM14R,2050,-1602,-26,810,2260,-282,-319,626,372,
TM14R,8656,-3866,2966,-60,826,740,-406,482,474,
TM14R,12436,-5624,5512,-1482,-602,1828,-548,340,582,
TM14R,12406,-6336,6927,-4406,-4357,1819,-840,-35,581,
TM14R,9736,-4095,7020,-7156,-6221,2195,-1115,-222,619,
TM14R,3944,-1,4535,-8190,-6164,2689,-1219,-216,668,
TM14R,-3246,4753,-1500,-5713,-3753,2844,-971,25,684,
TM14R,-9916,8010,-7809,-2478,-363,2605,-647,364,660,
TM14R,-14390,8713,-11378,-298,2440,1625,-429,644,562,
TM14R,-15871,7301,-10908,909,3022,-286,-310,702,372,
TM14R,-13246,5086,-6744,1403,2884,-1246,-260,688,276,
TM14R,-8118,2968,-3068,1426,3644,-1238,-258,764,277,
TM14R,-2658,692,-1382,1522,3256,-1424,-248,725,258,
TM14R,9234,-4356,3525,-10,866,713,-401,486,471,
TM14R,13478,-6039,5962,-1471,-58,2203,-547,395,620,
TM14R,14360,-6812,7136,-2834,-1284,2755,-683,272,675,
TM14R,13637,-6673,7465,-3915,-3003,2206,-791,100,620,
TM14R,11867,-5291,7985,-6045,-4935,2068,-1004,-93,606,
TM14R,7792,-2161,7160,-7836,-6039,2130,-1183,-203,613,
TM14R,1267,2780,1920,-6372,-4920,1610,-1037,-92,561,
TM14R,-6330,6550,-5730,-2770,-1730,1270,-677,227,527,
TM14R,-11280,7790,-11110,-160,1120,490,-416,512,449,
TM14R,-13410,6630,-12020,850,2550,-742,-315,655,326,
TM14R,-7886,2656,-4026,1606,3001,-1301,-240,700,270,
TM14R,-2436,270,-1483,1850,2881,-1396,-215,688,261,
TM14R,4002,-2511,1178,945,1555,-376,-306,555,363,
TM14R,10192,-5017,5016,-980,-43,1550,-498,396,555,
TM14R,13945,-6512,8222,-3461,-1310,3078,-746,269,707,
TM14R,13970,-6774,9632,-4740,-2576,3072,-874,143,707,
TM14R,12002,-6204,8964,-5016,-3860,1562,-901,14,556,
TM14R,9444,-4360,7766,-6002,-4910,1284,-1000,-91,528,
TM14R,5144,-1056,5062,-6730,-5306,1460,-1073,-130,546,
TM14R,-1160,2936,-550,-5180,-3538,1650,-918,47,565,
TM14R,-12483,6784,-11612,-709,1594,979,-470,559,497,
TM14R,-13999,5740,-11927,453,2612,-43,-355,661,396,
TM14R,-12454,3952,-8981,949,2627,-602,-306,662,340,
TM14R,-8154,2132,-4908,692,2931,-372,-331,693,363,
TM14R,-2536,187,-1396,965,2882,-360,-304,688,364,
TM14R,4156,-2006,1810,883,1422,-210,-312,542,379,
TM14R,9466,-4022,5072,-704,-248,778,-470,376,477,
TM14R,12258,-5428,7570,-2504,-1316,1972,-650,269,597,
